time,latitude,longitude,speed
2018-05-13 15:26:10.403,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.424,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.445,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.467,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.489,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.511,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.532,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.555,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.576,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.598,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.620,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.642,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.664,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.686,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.708,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.730,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.752,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.774,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.795,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.817,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.839,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.861,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.882,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.904,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.926,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.948,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.970,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:10.992,49.4854171282,20.0306584678,37.7137470245
2018-05-13 15:26:11.014,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.036,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.057,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.078,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.100,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.121,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.142,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.163,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.185,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.206,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.227,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.249,49.4853904438,20.0307868963,34.5822624207
2018-05-13 15:26:11.271,49.4853904438,20.0307868963,34.5822624207
