time,latitude,longitude,speed
2018-05-27 20:32:00.219,50.008463,20.1636644,0.0
2018-05-27 20:32:00.240,50.008463,20.1636644,0.0
2018-05-27 20:32:00.261,50.008463,20.1636644,0.0
2018-05-27 20:32:00.287,50.008463,20.1636644,0.0
2018-05-27 20:32:00.309,50.008463,20.1636644,0.0
2018-05-27 20:32:00.330,50.008463,20.1636644,0.0
2018-05-27 20:32:00.351,50.008463,20.1636644,0.0
2018-05-27 20:32:00.374,50.008463,20.1636644,0.0
2018-05-27 20:32:00.395,50.008463,20.1636644,0.0
2018-05-27 20:32:00.417,50.008463,20.1636644,0.0
2018-05-27 20:32:00.438,50.008463,20.1636644,0.0
2018-05-27 20:32:00.460,50.008463,20.1636644,0.0
2018-05-27 20:32:00.481,50.008463,20.1636644,0.0
2018-05-27 20:32:00.508,50.008463,20.1636644,0.0
2018-05-27 20:32:00.530,50.008463,20.1636644,0.0
2018-05-27 20:32:00.553,50.008463,20.1636644,0.0
2018-05-27 20:32:00.575,50.008463,20.1636644,0.0
2018-05-27 20:32:00.596,50.008463,20.1636644,0.0
2018-05-27 20:32:00.617,50.008463,20.1636644,0.0
2018-05-27 20:32:00.639,50.008463,20.1636644,0.0
2018-05-27 20:32:00.661,50.008463,20.1636644,0.0
2018-05-27 20:32:00.682,50.008463,20.1636644,0.0
2018-05-27 20:32:00.703,50.008463,20.1636644,0.0
2018-05-27 20:32:00.726,50.008463,20.1636644,0.0
2018-05-27 20:32:00.748,50.008463,20.1636644,0.0
2018-05-27 20:32:00.777,50.008463,20.1636644,0.0
2018-05-27 20:32:00.806,50.008463,20.1636644,0.0
2018-05-27 20:32:00.827,50.008463,20.1636644,0.0
2018-05-27 20:32:00.849,50.008463,20.1636644,0.0
2018-05-27 20:32:00.877,50.008463,20.1636644,0.0
2018-05-27 20:32:00.898,50.008463,20.1636644,0.0
2018-05-27 20:32:00.922,50.008463,20.1636644,0.0
2018-05-27 20:32:00.943,50.008463,20.1636644,0.0
2018-05-27 20:32:00.965,50.008463,20.1636644,0.0
2018-05-27 20:32:00.986,50.008463,20.1636644,0.0
2018-05-27 20:32:01.007,50.008463,20.1636644,0.0
2018-05-27 20:32:01.036,50.008463,20.1636644,0.0
2018-05-27 20:32:01.059,50.008463,20.1636644,0.0
2018-05-27 20:32:01.080,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.102,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.134,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.157,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.179,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.201,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.226,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.247,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.269,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.291,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.312,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.333,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.355,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.376,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.402,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.423,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.445,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.469,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.492,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.514,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.536,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.557,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.579,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.600,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.621,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.642,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.664,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.688,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.710,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.732,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.753,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.776,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.798,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.819,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.843,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.864,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.889,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.914,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.935,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.957,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.978,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:01.999,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:02.021,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:02.046,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:02.067,50.0015878224,20.1851784587,92.031337738
2018-05-27 20:32:02.089,50.0015878224,20.1848366702,91.0440719604
2018-05-27 20:32:02.117,50.001649557,20.1848366702,91.0440719604
