time,latitude,longitude,speed
2018-05-14 12:48:52.925,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:52.947,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:52.969,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:52.991,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.013,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.035,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.057,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.078,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.100,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.123,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.144,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.165,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.186,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.208,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.229,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.250,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.271,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.291,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.312,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.333,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.355,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.376,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.398,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.420,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.442,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.464,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.486,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.508,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.529,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.552,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.573,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.594,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.616,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.638,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.659,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.681,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.703,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.724,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.746,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.768,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.790,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.812,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.833,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.855,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.877,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.899,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.921,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.943,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.965,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:53.988,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.010,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.032,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.054,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.075,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.097,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.119,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.141,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.165,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.186,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.207,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.227,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.248,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.270,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.291,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.313,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.335,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.356,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.378,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.400,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.423,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.445,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.467,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.489,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.510,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.532,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.553,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.575,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.597,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.619,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.641,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.663,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.685,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.706,50.0502144685,19.9315249718,0.0
2018-05-14 12:48:54.728,50.0502144685,19.9315249718,0.0
