time,x,y,z
2018-05-12 20:44:29.664,0.1340753,9.481039,-1.1013328
2018-05-12 20:44:29.684,-0.05746084,9.758766,-1.0726024
2018-05-12 20:44:29.704,-0.1436521,9.969456,-0.9959879
2018-05-12 20:44:29.724,-0.009576807,9.509769,-0.34476504
2018-05-12 20:44:29.744,-0.2873042,9.758766,-1.1875241
2018-05-12 20:44:29.764,-0.22984336,9.80665,-0.7661445
2018-05-12 20:44:29.784,0.0,9.701305,-0.90021986
2018-05-12 20:44:29.805,0.076614454,9.461885,-1.1109096
2018-05-12 20:44:29.824,0.076614454,9.595961,-1.0247183
2018-05-12 20:44:29.845,-0.1340753,9.720459,-0.61291564
2018-05-12 20:44:29.865,0.038307227,9.586384,-0.7469909
2018-05-12 20:44:29.884,0.19153613,9.481039,-0.31603462
2018-05-12 20:44:29.905,0.06703765,9.346964,-1.3503298
2018-05-12 20:44:29.925,0.37349546,9.615114,-0.7278373
2018-05-12 20:44:29.944,0.076614454,10.0748005,-1.0055647
2018-05-12 20:44:29.964,0.0,9.921572,-0.58418524
2018-05-12 20:44:29.986,0.009576807,10.007763,-0.92895025
2018-05-12 20:44:30.004,-0.02873042,10.333375,-0.8619126
2018-05-12 20:44:30.024,-0.2873042,10.208876,-0.80445176
2018-05-12 20:44:30.045,-0.19153613,9.921572,-0.39264908
2018-05-12 20:44:30.064,-0.10534488,10.189722,-0.641646
2018-05-12 20:44:30.084,-0.41180268,10.457873,-0.8714894
2018-05-12 20:44:30.104,-0.37349546,10.036493,-0.5746084
2018-05-12 20:44:30.124,-0.047884032,9.80665,-0.90021986
2018-05-12 20:44:30.144,-0.02873042,10.065224,-0.9959879
2018-05-12 20:44:30.164,0.15322891,9.519346,-0.49799395
2018-05-12 20:44:30.184,0.32561144,9.232041,-1.0534488
2018-05-12 20:44:30.204,0.4309563,9.251195,-0.90979666
2018-05-12 20:44:30.224,0.02873042,9.490616,-1.3311762
2018-05-12 20:44:30.244,0.047884032,9.461885,-1.5035586
2018-05-12 20:44:30.264,0.1436521,9.279925,-0.8619126
2018-05-12 20:44:30.285,-0.02873042,9.634268,-0.91937345
2018-05-12 20:44:30.304,0.23942018,9.519346,-1.3311762
2018-05-12 20:44:30.324,0.12449849,9.749189,-1.283292
2018-05-12 20:44:30.344,-0.40222588,9.490616,-0.63206923
2018-05-12 20:44:30.365,-0.18195933,9.500193,-0.81402856
2018-05-12 20:44:30.384,0.21068975,9.481039,-0.5363012
2018-05-12 20:44:30.404,-0.076614454,9.931149,-0.9576807
2018-05-12 20:44:30.424,-0.35434186,9.835381,-0.60333884
2018-05-12 20:44:30.444,-0.08619126,9.346964,-0.8810662
2018-05-12 20:44:30.464,0.4213795,9.212888,-0.94810385
2018-05-12 20:44:30.484,0.08619126,9.557653,-0.08619126
2018-05-12 20:44:30.504,0.0,9.528923,-0.41180268
2018-05-12 20:44:30.524,0.2873042,9.11712,-0.7374141
2018-05-12 20:44:30.545,-0.15322891,9.9790325,-0.38307226
2018-05-12 20:44:30.565,0.1436521,9.576807,-0.22026655
2018-05-12 20:44:30.584,0.5363012,9.481039,-0.18195933
2018-05-12 20:44:30.604,-0.038307227,9.835381,-0.095768064
2018-05-12 20:44:30.624,0.08619126,9.586384,-0.22026655
2018-05-12 20:44:30.644,0.39264908,9.308656,0.0
2018-05-12 20:44:30.664,0.20111294,9.615114,-0.6799533
2018-05-12 20:44:30.684,-0.02873042,9.701305,-0.23942018
2018-05-12 20:44:30.704,0.25857377,9.691729,-0.009576807
2018-05-12 20:44:30.724,0.6799533,9.528923,-0.10534488
2018-05-12 20:44:30.744,0.49799395,10.055647,0.019153614
2018-05-12 20:44:30.764,0.076614454,10.0269165,-0.17238252
2018-05-12 20:44:30.785,0.39264908,9.155427,-0.2777274
2018-05-12 20:44:30.804,0.6991069,9.442732,0.0
2018-05-12 20:44:30.824,0.2777274,10.697293,0.46926352
2018-05-12 20:44:30.845,0.047884032,9.787497,-0.6512229
2018-05-12 20:44:30.864,-0.34476504,9.950302,-0.1340753
2018-05-12 20:44:30.884,-0.29688102,10.812215,-0.4213795
2018-05-12 20:44:30.904,0.05746084,10.180145,0.79487497
2018-05-12 20:44:30.925,-0.20111294,10.01734,0.16280572
2018-05-12 20:44:30.944,-0.019153614,9.816227,0.49799395
2018-05-12 20:44:30.964,-0.30645782,10.67814,0.24899697
2018-05-12 20:44:30.984,-0.17238252,10.668563,-0.2777274
2018-05-12 20:44:31.004,0.50757074,9.078813,0.31603462
2018-05-12 20:44:31.024,0.2777274,9.797073,0.095768064
2018-05-12 20:44:31.044,0.076614454,10.390836,0.18195933
2018-05-12 20:44:31.064,1.0726024,8.7053175,-0.49799395
2018-05-12 20:44:31.084,0.08619126,9.212888,-0.18195933
2018-05-12 20:44:31.104,-0.047884032,10.084377,-1.0726024
2018-05-12 20:44:31.124,0.5363012,9.050082,1.292869
2018-05-12 20:44:31.144,0.095768064,9.260772,0.076614454
2018-05-12 20:44:31.164,0.2873042,9.021352,0.12449849
2018-05-12 20:44:31.184,0.05746084,10.1226845,0.19153613
2018-05-12 20:44:31.204,0.06703765,10.25676,-0.2873042
2018-05-12 20:44:31.224,0.11492168,8.791509,0.6895301
2018-05-12 20:44:31.244,-0.24899697,9.710882,0.45010993
2018-05-12 20:44:31.264,-0.31603462,10.314221,0.545878
2018-05-12 20:44:31.284,0.48841715,9.720459,0.0
2018-05-12 20:44:31.304,0.5746084,9.959879,1.2258313
2018-05-12 20:44:31.324,-0.59376204,11.291056,-0.6895301
2018-05-12 20:44:31.344,0.076614454,9.988609,1.7142484
2018-05-12 20:44:31.364,-0.08619126,9.758766,1.1779473
2018-05-12 20:44:31.384,0.45968673,9.682152,0.41180268
2018-05-12 20:44:31.404,0.8331822,9.32781,1.3599066
2018-05-12 20:44:31.424,0.45968673,9.404425,0.19153613
2018-05-12 20:44:31.444,0.60333884,9.222465,0.9768343
2018-05-12 20:44:31.464,-0.047884032,10.093954,0.59376204
2018-05-12 20:44:31.484,-0.30645782,10.208876,0.4309563
2018-05-12 20:44:31.504,-0.08619126,9.864111,0.4405331
2018-05-12 20:44:31.524,-1.1109096,10.630256,0.5650316
2018-05-12 20:44:31.545,-1.3215994,10.936713,1.2258313
2018-05-12 20:44:31.564,0.19153613,10.199299,-0.17238252
2018-05-12 20:44:31.584,0.22984336,9.097966,0.81402856
2018-05-12 20:44:31.604,0.019153614,10.371682,0.9576807
2018-05-12 20:44:31.624,0.89064306,10.821792,0.31603462
2018-05-12 20:44:31.644,0.33518824,9.203311,0.7469909
2018-05-12 20:44:31.664,0.545878,8.944737,-0.009576807
2018-05-12 20:44:31.684,1.7812861,9.969456,0.8331822
2018-05-12 20:44:31.704,-0.038307227,11.109096,0.29688102
2018-05-12 20:44:31.724,-0.50757074,9.931149,0.51714754
2018-05-12 20:44:31.744,0.18195933,9.088389,0.50757074
2018-05-12 20:44:31.765,-1.2162545,10.362105,0.1436521
2018-05-12 20:44:31.784,-0.47884035,10.390836,0.2873042
2018-05-12 20:44:31.804,0.24899697,9.165004,0.7469909
2018-05-12 20:44:31.824,-0.7469909,9.040505,0.7565677
2018-05-12 20:44:31.844,-0.41180268,10.601525,-0.12449849
2018-05-12 20:44:31.864,-0.16280572,10.994174,-0.21068975
2018-05-12 20:44:31.884,-0.8810662,9.452309,1.2449849
2018-05-12 20:44:31.904,1.2641385,7.9487495,0.58418524
2018-05-12 20:44:31.925,2.681506,8.034941,0.49799395
2018-05-12 20:44:31.944,1.1875241,9.442732,-0.25857377
2018-05-12 20:44:31.964,0.9959879,8.39886,-0.15322891
2018-05-12 20:44:31.984,0.8331822,8.494628,0.095768064
2018-05-12 20:44:32.004,-0.06703765,9.184157,0.6607997
2018-05-12 20:44:32.025,-0.31603462,9.825804,0.10534488
2018-05-12 20:44:32.044,-0.7469909,10.611102,1.6376339
2018-05-12 20:44:32.064,-0.78529817,11.070788,1.1492168
2018-05-12 20:44:32.085,-0.12449849,11.022904,1.9153614
2018-05-12 20:44:32.105,0.5267244,11.492168,1.0534488
2018-05-12 20:44:32.124,0.45010993,11.300632,1.8387469
2018-05-12 20:44:32.144,-0.8714894,11.262324,1.13964
2018-05-12 20:44:32.164,-0.15322891,10.773908,2.0590134
2018-05-12 20:44:32.184,0.50757074,11.022904,0.842759
2018-05-12 20:44:32.205,-0.25857377,10.67814,0.63206923
2018-05-12 20:44:32.224,0.62249243,10.716447,0.20111294
2018-05-12 20:44:32.245,0.9576807,9.528923,1.4173675
2018-05-12 20:44:32.264,0.06703765,9.883265,-0.095768064
2018-05-12 20:44:32.284,0.47884035,8.532935,0.58418524
2018-05-12 20:44:32.305,-0.08619126,9.385271,0.9768343
2018-05-12 20:44:32.325,0.6799533,9.337387,-0.1340753
2018-05-12 20:44:32.345,0.61291564,9.155427,0.63206923
2018-05-12 20:44:32.365,0.019153614,9.720459,0.40222588
2018-05-12 20:44:32.384,-0.2777274,9.414001,1.1013328
2018-05-12 20:44:32.404,-0.8810662,10.132261,-0.63206923
2018-05-12 20:44:32.424,-0.15322891,9.528923,-0.11492168
2018-05-12 20:44:32.444,0.545878,9.768343,-0.30645782
2018-05-12 20:44:32.464,0.15322891,10.400413,-0.6991069
2018-05-12 20:44:32.484,0.20111294,9.56723,-0.61291564
2018-05-12 20:44:32.504,0.9864111,8.1402855,0.49799395
2018-05-12 20:44:32.524,0.0,8.456321,-0.6991069
2018-05-12 20:44:32.545,0.89064306,9.3661175,1.1204864
2018-05-12 20:44:32.564,0.30645782,10.1226845,0.1340753
2018-05-12 20:44:32.584,0.076614454,9.088389,0.5650316
2018-05-12 20:44:32.604,0.0,8.925584,0.31603462
2018-05-12 20:44:32.624,-0.47884035,11.013328,1.1875241
2018-05-12 20:44:32.644,-0.45968673,10.1226845,1.1300632
2018-05-12 20:44:32.664,-0.009576807,9.816227,0.2777274
2018-05-12 20:44:32.684,0.23942018,10.314221,0.92895025
2018-05-12 20:44:32.704,0.39264908,10.563218,1.4173675
2018-05-12 20:44:32.724,-0.8331822,11.415554,0.9768343
2018-05-12 20:44:32.744,0.095768064,10.007763,0.7757214
2018-05-12 20:44:32.764,0.23942018,10.362105,-0.22026655
2018-05-12 20:44:32.784,0.22984336,9.969456,1.4269443
2018-05-12 20:44:32.804,0.22026655,10.994174,0.15322891
2018-05-12 20:44:32.824,-0.4213795,10.5919485,0.6991069
2018-05-12 20:44:32.844,0.0,9.883265,0.59376204
2018-05-12 20:44:32.864,0.1340753,10.04607,-0.41180268
2018-05-12 20:44:32.884,0.47884035,9.854534,0.038307227
2018-05-12 20:44:32.904,0.39264908,8.896853,1.3694834
2018-05-12 20:44:32.924,0.7182605,8.734048,0.7182605
2018-05-12 20:44:32.945,0.6703765,9.404425,0.16280572
2018-05-12 20:44:32.964,-0.33518824,10.113108,-0.19153613
2018-05-12 20:44:32.985,0.47884035,9.002198,-0.095768064
2018-05-12 20:44:33.005,0.25857377,8.6574335,-0.17238252
2018-05-12 20:44:33.024,-0.1340753,9.615114,-0.6895301
2018-05-12 20:44:33.044,0.50757074,9.11712,0.4405331
2018-05-12 20:44:33.065,0.19153613,9.902418,-0.6895301
2018-05-12 20:44:33.084,-0.29688102,9.576807,0.24899697
2018-05-12 20:44:33.104,-0.58418524,10.237606,-0.7086837
2018-05-12 20:44:33.124,-0.35434186,9.346964,-0.5650316
2018-05-12 20:44:33.145,0.90021986,9.136273,0.019153614
2018-05-12 20:44:33.164,0.15322891,10.189722,-0.23942018
2018-05-12 20:44:33.184,0.18195933,10.113108,-0.40222588
2018-05-12 20:44:33.204,0.038307227,9.548077,-0.18195933
2018-05-12 20:44:33.224,-0.6512229,10.553641,-0.25857377
2018-05-12 20:44:33.245,-0.20111294,10.304645,0.095768064
2018-05-12 20:44:33.265,0.019153614,9.634268,0.38307226
2018-05-12 20:44:33.284,0.2873042,9.653421,-0.05746084
2018-05-12 20:44:33.304,0.48841715,10.036493,1.043872
2018-05-12 20:44:33.325,-0.16280572,10.43872,-0.18195933
2018-05-12 20:44:33.344,-0.35434186,9.950302,0.5746084
2018-05-12 20:44:33.364,-0.47884035,10.1226845,0.2873042
2018-05-12 20:44:33.384,-0.22984336,10.093954,0.40222588
2018-05-12 20:44:33.404,0.2777274,9.720459,0.35434186
2018-05-12 20:44:33.424,0.36391866,9.5385,0.58418524
2018-05-12 20:44:33.444,0.40222588,9.3661175,0.45010993
2018-05-12 20:44:33.464,0.30645782,9.509769,0.19153613
2018-05-12 20:44:33.484,0.16280572,9.576807,-0.009576807
2018-05-12 20:44:33.504,-0.019153614,9.691729,0.0
2018-05-12 20:44:33.525,0.019153614,9.461885,0.33518824
