time,latitude,longitude,speed
2018-05-15 08:38:17.449,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.471,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.493,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.515,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.535,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.557,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.579,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.601,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.622,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.644,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.666,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.688,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.710,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.731,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.753,50.0287972866,19.9101598561,68.3066986084
2018-05-15 08:38:17.775,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.797,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.818,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.839,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.860,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.881,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.902,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.924,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.946,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.968,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:17.990,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.012,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.034,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.056,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.079,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.100,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.122,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.143,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.165,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.187,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.209,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.231,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.253,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.275,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.297,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.319,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.340,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.362,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.384,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.406,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.428,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.450,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.471,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.493,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.515,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.537,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.559,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.580,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.602,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.623,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.645,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.667,50.0287043168,19.9099352407,68.9101570129
2018-05-15 08:38:18.689,50.0287043168,19.9099352407,68.9101570129
