time,x,y,z
2018-05-16 19:04:44.214,0.292655891398,9.25335377955,-0.884130682603
2018-05-16 19:04:44.233,0.153192960386,10.0258829569,-0.859098396091
2018-05-16 19:04:44.253,0.294614128003,9.57763346642,0.462634340173
2018-05-16 19:04:44.274,0.577535103283,8.68764907818,0.248235802549
2018-05-16 19:04:44.293,0.59083518962,9.29045313524,-0.808344783997
2018-05-16 19:04:44.314,-0.249402465165,10.2056700424,-0.0243833821773
2018-05-16 19:04:44.333,-0.175624653638,9.6956385907,0.32919071269
2018-05-16 19:04:44.353,0.457403971232,9.47675981619,-0.305968915835
2018-05-16 19:04:44.374,0.689360196288,9.68663162481,-0.506294008753
2018-05-16 19:04:44.393,0.634165400145,10.0929233313,-0.308725487668
2018-05-16 19:04:44.413,0.213859805132,10.518184346,-0.680904876614
2018-05-16 19:04:44.433,0.279256576824,10.2092913257,-0.651041675442
2018-05-16 19:04:44.453,0.107261078135,10.3757385638,-0.328971396459
2018-05-16 19:04:44.474,0.441471157196,10.0160939046,-0.498268800629
2018-05-16 19:04:44.493,0.213859934468,10.5182267841,-0.67141060502
2018-05-16 19:04:44.514,0.102494405071,9.59287368545,-0.705250775075
2018-05-16 19:04:44.533,0.221302074276,10.1633324013,-0.223584380875
2018-05-16 19:04:44.554,0.412811974615,10.0444379464,-0.669295546051
2018-05-16 19:04:44.579,0.181796465016,9.98891370452,-0.460165906574
2018-05-16 19:04:44.593,-0.317154606612,10.127485415,-0.346844890823
2018-05-16 19:04:44.614,0.125768495592,10.256836129,-1.01204188979
2018-05-16 19:04:44.634,0.616463635279,10.3411537216,-0.898491837346
2018-05-16 19:04:44.653,0.192528299326,10.1733645668,-0.176156485175
2018-05-16 19:04:44.676,-0.430722628349,10.4179345865,-0.253196938163
2018-05-16 19:04:44.694,-0.192040437191,10.1536609307,-0.793203613632
2018-05-16 19:04:44.713,0.01446562132,9.34240040088,-0.761096822899
2018-05-16 19:04:44.733,0.215538407407,9.21728356229,-0.428233884767
2018-05-16 19:04:44.753,0.267351910803,9.83289357137,-0.725314798417
2018-05-16 19:04:44.773,-0.207762438522,9.1515887132,-0.598834903702
2018-05-16 19:04:44.793,-0.412646608225,8.65298525477,-0.226319167734
2018-05-16 19:04:44.813,0.0828637558945,9.52645833791,-0.486580852371
2018-05-16 19:04:44.833,0.62636306146,10.387491441,-1.30696125778
2018-05-16 19:04:44.853,-0.1557123721,9.8062424528,-0.791651196977
2018-05-16 19:04:44.876,-0.786768373121,8.77248351788,0.105458161464
2018-05-16 19:04:44.893,-0.392251114672,8.84498473447,-0.398078078272
2018-05-16 19:04:44.917,0.150668619808,9.61229361024,-0.61039353355
2018-05-16 19:04:44.935,0.368434153438,9.07181316086,-0.399102331751
2018-05-16 19:04:44.953,-0.0542770633089,9.10315271003,-0.437214541526
2018-05-16 19:04:44.974,-0.121499126635,9.11210362453,-0.684109787211
2018-05-16 19:04:44.993,0.0893643182233,9.01692083207,-0.11401913226
2018-05-16 19:04:45.013,0.58029238548,9.13909388889,-0.162044254407
2018-05-16 19:04:45.033,0.454021935645,10.4984074066,-0.462446979867
2018-05-16 19:04:45.053,-0.314512948402,10.5602793482,-0.614624558982
2018-05-16 19:04:45.073,-0.386889237048,9.72670784117,0.518944010627
2018-05-16 19:04:45.093,0.211986085326,10.2119930589,-0.138351543218
2018-05-16 19:04:45.113,0.646303388826,10.5073043677,-0.367544685112
2018-05-16 19:04:45.133,0.219369322992,9.84741402419,0.300023503521
2018-05-16 19:04:45.153,-0.501171173566,9.89862737843,-0.0135130379573
2018-05-16 19:04:45.178,0.0501815979082,10.4722332565,-0.395863215124
2018-05-16 19:04:45.193,0.189781629006,11.2974035295,-1.15911100924
2018-05-16 19:04:45.213,0.557103355504,10.0653934479,-0.0997230921154
2018-05-16 19:04:45.233,0.155017071823,10.3254421128,-0.727514890557
2018-05-16 19:04:45.253,-0.0921134441796,10.7784100656,-1.13779831992
2018-05-16 19:04:45.273,-0.169463336274,10.704655143,-0.482349327088
2018-05-16 19:04:45.293,0.170369558829,9.69212916819,0.0158842354976
2018-05-16 19:04:45.313,0.563362448302,9.51520157842,-0.19220857771
2018-05-16 19:04:45.334,-0.0139607459072,9.40855797254,-1.10319295529
2018-05-16 19:04:45.353,-0.122316020589,8.97908204482,-0.237275200568
2018-05-16 19:04:45.373,0.479445555781,9.93883508004,-0.469440598039
2018-05-16 19:04:45.393,0.752071253587,10.512145257,-1.29802569391
