,time,latitude,longitude,speed
0,2018-05-27 20:38:24.387,50.0150988177,20.0653636835,65.553792572
1,2018-05-27 20:38:24.408,50.0150988177,20.0653636835,65.553792572
2,2018-05-27 20:38:24.430,50.0150988177,20.0653636835,65.553792572
3,2018-05-27 20:38:24.451,50.0150988177,20.0653636835,65.553792572
4,2018-05-27 20:38:24.472,50.0150988177,20.0653636835,65.553792572
5,2018-05-27 20:38:24.495,50.0150988177,20.0653636835,65.553792572
6,2018-05-27 20:38:24.518,50.0150988177,20.0653636835,65.553792572
7,2018-05-27 20:38:24.541,50.0150988177,20.0653636835,65.553792572
8,2018-05-27 20:38:24.565,50.0150988177,20.0653636835,65.553792572
9,2018-05-27 20:38:24.586,50.0150988177,20.0653636835,65.553792572
10,2018-05-27 20:38:24.607,50.0150988177,20.0653636835,65.553792572
11,2018-05-27 20:38:24.628,50.0150988177,20.0653636835,65.553792572
12,2018-05-27 20:38:24.650,50.0150988177,20.0653636835,65.553792572
13,2018-05-27 20:38:24.671,50.0150988177,20.0653636835,65.553792572
14,2018-05-27 20:38:24.693,50.0150988177,20.0653636835,65.553792572
15,2018-05-27 20:38:24.715,50.0150988177,20.0653636835,65.553792572
16,2018-05-27 20:38:24.736,50.0150988177,20.0653636835,65.553792572
17,2018-05-27 20:38:24.758,50.0150988177,20.0653636835,65.553792572
18,2018-05-27 20:38:24.780,50.0150988177,20.0653636835,65.553792572
19,2018-05-27 20:38:24.802,50.0150988177,20.0653636835,65.553792572
20,2018-05-27 20:38:24.824,50.0150988177,20.0653636835,65.553792572
21,2018-05-27 20:38:24.845,50.0150988177,20.0653636835,65.553792572
22,2018-05-27 20:38:24.867,50.0150988177,20.0653636835,65.553792572
23,2018-05-27 20:38:24.889,50.0150988177,20.0653636835,65.553792572
24,2018-05-27 20:38:24.917,50.0150988177,20.0653636835,65.553792572
25,2018-05-27 20:38:24.938,50.0150988177,20.0653636835,65.553792572
26,2018-05-27 20:38:24.959,50.0150988177,20.0653636835,65.553792572
27,2018-05-27 20:38:24.980,50.0150988177,20.0653636835,65.553792572
28,2018-05-27 20:38:25.001,50.0150988177,20.0653636835,65.553792572
29,2018-05-27 20:38:25.021,50.0150988177,20.0653636835,65.553792572
30,2018-05-27 20:38:25.043,50.0150988177,20.0653636835,65.553792572
31,2018-05-27 20:38:25.064,50.0150988177,20.0653636835,65.553792572
32,2018-05-27 20:38:25.085,50.0150427402,20.0651256942,64.0406661987
33,2018-05-27 20:38:25.106,50.0150427402,20.0651256942,64.0406661987
34,2018-05-27 20:38:25.127,50.0150427402,20.0651256942,64.0406661987
35,2018-05-27 20:38:25.149,50.0150427402,20.0651256942,64.0406661987
36,2018-05-27 20:38:25.170,50.0150427402,20.0651256942,64.0406661987
37,2018-05-27 20:38:25.192,50.0150427402,20.0651256942,64.0406661987
38,2018-05-27 20:38:25.214,50.0150427402,20.0651256942,64.0406661987
39,2018-05-27 20:38:25.235,50.0150427402,20.0651256942,64.0406661987
40,2018-05-27 20:38:25.256,50.0150427402,20.0651256942,64.0406661987
41,2018-05-27 20:38:25.278,50.0150427402,20.0651256942,64.0406661987
42,2018-05-27 20:38:25.304,50.0150427402,20.0651256942,64.0406661987
43,2018-05-27 20:38:25.325,50.0150427402,20.0651256942,64.0406661987
44,2018-05-27 20:38:25.346,50.0150427402,20.0651256942,64.0406661987
45,2018-05-27 20:38:25.368,50.0150427402,20.0651256942,64.0406661987
46,2018-05-27 20:38:25.391,50.0150427402,20.0651256942,64.0406661987
47,2018-05-27 20:38:25.413,50.0150427402,20.0651256942,64.0406661987
48,2018-05-27 20:38:25.434,50.0150427402,20.0651256942,64.0406661987
49,2018-05-27 20:38:25.455,50.0150427402,20.0651256942,64.0406661987
50,2018-05-27 20:38:25.476,50.0150427402,20.0651256942,64.0406661987
51,2018-05-27 20:38:25.498,50.0150427402,20.0651256942,64.0406661987
52,2018-05-27 20:38:25.519,50.0150427402,20.0651256942,64.0406661987
53,2018-05-27 20:38:25.540,50.0150427402,20.0651256942,64.0406661987
54,2018-05-27 20:38:25.561,50.0150427402,20.0651256942,64.0406661987
55,2018-05-27 20:38:25.582,50.0150427402,20.0651256942,64.0406661987
56,2018-05-27 20:38:25.604,50.0150427402,20.0651256942,64.0406661987
57,2018-05-27 20:38:25.626,50.0150427402,20.0651256942,64.0406661987
58,2018-05-27 20:38:25.648,50.0150427402,20.0651256942,64.0406661987
59,2018-05-27 20:38:25.669,50.0150427402,20.0651256942,64.0406661987
60,2018-05-27 20:38:25.691,50.0150427402,20.0651256942,64.0406661987
61,2018-05-27 20:38:25.716,50.0150427402,20.0651256942,64.0406661987
62,2018-05-27 20:38:25.738,50.0150427402,20.0651256942,64.0406661987
63,2018-05-27 20:38:25.759,50.0150427402,20.0651256942,64.0406661987
64,2018-05-27 20:38:25.781,50.0150427402,20.0651256942,64.0406661987
65,2018-05-27 20:38:25.802,50.0150427402,20.0651256942,64.0406661987
66,2018-05-27 20:38:25.823,50.0150427402,20.0651256942,64.0406661987
67,2018-05-27 20:38:25.845,50.0150427402,20.0651256942,64.0406661987
68,2018-05-27 20:38:25.866,50.0150427402,20.0651256942,64.0406661987
69,2018-05-27 20:38:25.887,50.0150427402,20.0651256942,64.0406661987
70,2018-05-27 20:38:25.909,50.0150427402,20.0651256942,64.0406661987
71,2018-05-27 20:38:25.933,50.0150427402,20.0651256942,64.0406661987
72,2018-05-27 20:38:25.954,50.0150427402,20.0651256942,64.0406661987
73,2018-05-27 20:38:25.975,50.0150427402,20.0651256942,64.0406661987
74,2018-05-27 20:38:25.996,50.0150427402,20.0651256942,64.0406661987
75,2018-05-27 20:38:26.017,50.0150427402,20.0651256942,64.0406661987
76,2018-05-27 20:38:26.039,50.0150427402,20.0651256942,64.0406661987
77,2018-05-27 20:38:26.060,50.0150427402,20.0651256942,64.0406661987
78,2018-05-27 20:38:26.082,50.0150427402,20.0651256942,64.0406661987
79,2018-05-27 20:38:26.107,50.0150084593,20.0648922743,60.9827728271
80,2018-05-27 20:38:26.129,50.0150084593,20.0648922743,60.9827728271
81,2018-05-27 20:38:26.153,50.0150084593,20.0648922743,60.9827728271
82,2018-05-27 20:38:26.174,50.0150084593,20.0648922743,60.9827728271
83,2018-05-27 20:38:26.197,50.0150084593,20.0648922743,60.9827728271
84,2018-05-27 20:38:26.219,50.0150084593,20.0648922743,60.9827728271
85,2018-05-27 20:38:26.240,50.0150084593,20.0648922743,60.9827728271
86,2018-05-27 20:38:26.262,50.0150084593,20.0648922743,60.9827728271
87,2018-05-27 20:38:26.285,50.0150084593,20.0648922743,60.9827728271
88,2018-05-27 20:38:26.306,50.0150084593,20.0648922743,60.9827728271
89,2018-05-27 20:38:26.328,50.0150084593,20.0648922743,60.9827728271
90,2018-05-27 20:38:26.349,50.0150084593,20.0648922743,60.9827728271
91,2018-05-27 20:38:26.370,50.0150084593,20.0648922743,60.9827728271
92,2018-05-27 20:38:26.393,50.0150084593,20.0648922743,60.9827728271
93,2018-05-27 20:38:26.414,50.0150084593,20.0648922743,60.9827728271
94,2018-05-27 20:38:26.435,50.0150084593,20.0648922743,60.9827728271
