,Unnamed: 0,time,latitude,longitude,speed
0,0,2018-05-16 08:23:49.055,50.0479842077,19.9286876244,56.1884078979
1,1,2018-05-16 08:23:49.076,50.0479842077,19.9286876244,56.1884078979
2,2,2018-05-16 08:23:49.104,50.0479842077,19.9286876244,56.1884078979
3,3,2018-05-16 08:23:49.128,50.0479842077,19.9286876244,56.1884078979
4,4,2018-05-16 08:23:49.150,50.0479842077,19.9286876244,56.1884078979
5,5,2018-05-16 08:23:49.171,50.0479842077,19.9286876244,56.1884078979
6,6,2018-05-16 08:23:49.197,50.0479842077,19.9286876244,56.1884078979
7,7,2018-05-16 08:23:49.219,50.0479842077,19.9286876244,56.1884078979
8,8,2018-05-16 08:23:49.242,50.0479842077,19.9286876244,56.1884078979
9,9,2018-05-16 08:23:49.265,50.0479842077,19.9286876244,56.1884078979
10,10,2018-05-16 08:23:49.295,50.0479842077,19.9286876244,56.1884078979
11,11,2018-05-16 08:23:49.317,50.0479842077,19.9286876244,56.1884078979
12,12,2018-05-16 08:23:49.340,50.0479842077,19.9286876244,56.1884078979
13,13,2018-05-16 08:23:49.362,50.0479842077,19.9286876244,56.1884078979
14,14,2018-05-16 08:23:49.387,50.0479842077,19.9286876244,56.1884078979
15,15,2018-05-16 08:23:49.408,50.0479842077,19.9286876244,56.1884078979
16,16,2018-05-16 08:23:49.433,50.0479842077,19.9286876244,56.1884078979
17,17,2018-05-16 08:23:49.458,50.0479842077,19.9286876244,56.1884078979
18,18,2018-05-16 08:23:49.480,50.0479842077,19.9286876244,56.1884078979
19,19,2018-05-16 08:23:49.503,50.0479842077,19.9286876244,56.1884078979
20,20,2018-05-16 08:23:49.525,50.0479842077,19.9286876244,56.1884078979
21,21,2018-05-16 08:23:49.546,50.0479842077,19.9286876244,56.1884078979
22,22,2018-05-16 08:23:49.567,50.0479842077,19.9286876244,56.1884078979
23,23,2018-05-16 08:23:49.589,50.0479842077,19.9286876244,56.1884078979
24,24,2018-05-16 08:23:49.613,50.0479842077,19.9286876244,56.1884078979
25,25,2018-05-16 08:23:49.635,50.0479842077,19.9286876244,56.1884078979
26,26,2018-05-16 08:23:49.658,50.0479842077,19.9286876244,56.1884078979
27,27,2018-05-16 08:23:49.680,50.0479842077,19.9286876244,56.1884078979
28,28,2018-05-16 08:23:49.701,50.0479842077,19.9286876244,56.1884078979
29,29,2018-05-16 08:23:49.724,50.0479842077,19.9286876244,56.1884078979
