,Unnamed: 0,time,latitude,longitude,speed
0,0,2018-05-16 19:08:44.716,50.0355720371,19.9257354191,51.7208278656
1,1,2018-05-16 19:08:44.739,50.0355720371,19.9257354191,51.7208278656
2,2,2018-05-16 19:08:44.762,50.0355720371,19.9257354191,51.7208278656
3,3,2018-05-16 19:08:44.783,50.0355720371,19.9257354191,51.7208278656
4,4,2018-05-16 19:08:44.806,50.0355720371,19.9257354191,51.7208278656
5,5,2018-05-16 19:08:44.828,50.0355720371,19.9257354191,51.7208278656
6,6,2018-05-16 19:08:44.849,50.0355720371,19.9257354191,51.7208278656
7,7,2018-05-16 19:08:44.870,50.0355720371,19.9257354191,51.7208278656
8,8,2018-05-16 19:08:44.892,50.0355720371,19.9257354191,51.7208278656
9,9,2018-05-16 19:08:44.913,50.0355720371,19.9257354191,51.7208278656
10,10,2018-05-16 19:08:44.935,50.0355720371,19.9257354191,51.7208278656
11,11,2018-05-16 19:08:44.956,50.0355720371,19.9257354191,51.7208278656
12,12,2018-05-16 19:08:44.980,50.0357028508,19.9257359957,51.5887275696
13,13,2018-05-16 19:08:45.002,50.0357028508,19.9257359957,51.5887275696
14,14,2018-05-16 19:08:45.024,50.0357028508,19.9257359957,51.5887275696
15,15,2018-05-16 19:08:45.045,50.0357028508,19.9257359957,51.5887275696
16,16,2018-05-16 19:08:45.069,50.0357028508,19.9257359957,51.5887275696
17,17,2018-05-16 19:08:45.100,50.0357028508,19.9257359957,51.5887275696
18,18,2018-05-16 19:08:45.122,50.0357028508,19.9257359957,51.5887275696
19,19,2018-05-16 19:08:45.143,50.0357028508,19.9257359957,51.5887275696
20,20,2018-05-16 19:08:45.164,50.0357028508,19.9257359957,51.5887275696
21,21,2018-05-16 19:08:45.185,50.0357028508,19.9257359957,51.5887275696
22,22,2018-05-16 19:08:45.206,50.0357028508,19.9257359957,51.5887275696
23,23,2018-05-16 19:08:45.229,50.0357028508,19.9257359957,51.5887275696
24,24,2018-05-16 19:08:45.250,50.0357028508,19.9257359957,51.5887275696
25,25,2018-05-16 19:08:45.271,50.0357028508,19.9257359957,51.5887275696
26,26,2018-05-16 19:08:45.293,50.0357028508,19.9257359957,51.5887275696
27,27,2018-05-16 19:08:45.314,50.0357028508,19.9257359957,51.5887275696
28,28,2018-05-16 19:08:45.335,50.0357028508,19.9257359957,51.5887275696
29,29,2018-05-16 19:08:45.357,50.0357028508,19.9257359957,51.5887275696
30,30,2018-05-16 19:08:45.378,50.0357028508,19.9257359957,51.5887275696
31,31,2018-05-16 19:08:45.399,50.0357028508,19.9257359957,51.5887275696
32,32,2018-05-16 19:08:45.424,50.0357028508,19.9257359957,51.5887275696
33,33,2018-05-16 19:08:45.445,50.0357028508,19.9257359957,51.5887275696
34,34,2018-05-16 19:08:45.468,50.0357028508,19.9257359957,51.5887275696
35,35,2018-05-16 19:08:45.490,50.0357028508,19.9257359957,51.5887275696
36,36,2018-05-16 19:08:45.511,50.0357028508,19.9257359957,51.5887275696
37,37,2018-05-16 19:08:45.533,50.0357028508,19.9257359957,51.5887275696
38,38,2018-05-16 19:08:45.555,50.0357028508,19.9257359957,51.5887275696
39,39,2018-05-16 19:08:45.576,50.0357028508,19.9257359957,51.5887275696
40,40,2018-05-16 19:08:45.598,50.0357028508,19.9257359957,51.5887275696
41,41,2018-05-16 19:08:45.624,50.0357028508,19.9257359957,51.5887275696
42,42,2018-05-16 19:08:45.646,50.0357028508,19.9257359957,51.5887275696
43,43,2018-05-16 19:08:45.669,50.0357028508,19.9257359957,51.5887275696
44,44,2018-05-16 19:08:45.690,50.0357028508,19.9257359957,51.5887275696
45,45,2018-05-16 19:08:45.713,50.0357028508,19.9257359957,51.5887275696
46,46,2018-05-16 19:08:45.734,50.0357028508,19.9257359957,51.5887275696
47,47,2018-05-16 19:08:45.755,50.0357028508,19.9257359957,51.5887275696
48,48,2018-05-16 19:08:45.776,50.0357028508,19.9257359957,51.5887275696
49,49,2018-05-16 19:08:45.798,50.0357028508,19.9257359957,51.5887275696
50,50,2018-05-16 19:08:45.821,50.0357028508,19.9257359957,51.5887275696
51,51,2018-05-16 19:08:45.842,50.0357028508,19.9257359957,51.5887275696
52,52,2018-05-16 19:08:45.865,50.0357028508,19.9257359957,51.5887275696
53,53,2018-05-16 19:08:45.886,50.0357028508,19.9257359957,51.5887275696
54,54,2018-05-16 19:08:45.908,50.0357028508,19.9257359957,51.5887275696
55,55,2018-05-16 19:08:45.931,50.0358332819,19.9257434182,52.6232688904
56,56,2018-05-16 19:08:45.952,50.0358332819,19.9257434182,52.6232688904
57,57,2018-05-16 19:08:45.975,50.0358332819,19.9257434182,52.6232688904
58,58,2018-05-16 19:08:46.000,50.0358332819,19.9257434182,52.6232688904
59,59,2018-05-16 19:08:46.021,50.0358332819,19.9257434182,52.6232688904
60,60,2018-05-16 19:08:46.043,50.0358332819,19.9257434182,52.6232688904
61,61,2018-05-16 19:08:46.064,50.0358332819,19.9257434182,52.6232688904
62,62,2018-05-16 19:08:46.091,50.0358332819,19.9257434182,52.6232688904
63,63,2018-05-16 19:08:46.113,50.0358332819,19.9257434182,52.6232688904
64,64,2018-05-16 19:08:46.135,50.0358332819,19.9257434182,52.6232688904
65,65,2018-05-16 19:08:46.157,50.0358332819,19.9257434182,52.6232688904
66,66,2018-05-16 19:08:46.178,50.0358332819,19.9257434182,52.6232688904
67,67,2018-05-16 19:08:46.199,50.0358332819,19.9257434182,52.6232688904
68,68,2018-05-16 19:08:46.230,50.0358332819,19.9257434182,52.6232688904
69,69,2018-05-16 19:08:46.252,50.0358332819,19.9257434182,52.6232688904
70,70,2018-05-16 19:08:46.277,50.0358332819,19.9257434182,52.6232688904
71,71,2018-05-16 19:08:46.297,50.0358332819,19.9257434182,52.6232688904
72,72,2018-05-16 19:08:46.321,50.0358332819,19.9257434182,52.6232688904
73,73,2018-05-16 19:08:46.343,50.0358332819,19.9257434182,52.6232688904
74,74,2018-05-16 19:08:46.365,50.0358332819,19.9257434182,52.6232688904
75,75,2018-05-16 19:08:46.390,50.0358332819,19.9257434182,52.6232688904
76,76,2018-05-16 19:08:46.416,50.0358332819,19.9257434182,52.6232688904
